method,tick,sample_id,label,class_sample_index,same_mean,different_mean,same_minus_different
weighted_jaccard,5,class817-sports_car-sample03-src04513,817,3,0.11292526881133587,0.04578074881675757,0.0671445199945783
weighted_jaccard,5,class817-sports_car-sample04-src04549,817,4,0.10209304608037273,0.05029566894502254,0.05179737713535019
weighted_jaccard,5,class980-volcano-sample00-src00002,980,0,0.11001255641973913,0.053609509963312395,0.056403046456426735
weighted_jaccard,5,class980-volcano-sample01-src00863,980,1,0.08969125109805882,0.044041885818966696,0.04564936527909213
weighted_jaccard,5,class980-volcano-sample02-src01265,980,2,0.12440908079149027,0.06121402707822989,0.06319505371326037
weighted_jaccard,5,class980-volcano-sample03-src01422,980,3,0.13873081159854372,0.05398500204168696,0.08474580955685676
weighted_jaccard,5,class980-volcano-sample04-src01813,980,4,0.14921986115739674,0.05304050895823638,0.09617935219916036
edge_cosine,5,class091-coucal-sample00-src00000,91,0,0.32397394019008946,0.11444752480714768,0.20952641538294178
edge_cosine,5,class091-coucal-sample01-src00316,91,1,0.231892354393462,0.16154713759262862,0.07034521680083339
edge_cosine,5,class091-coucal-sample02-src01583,91,2,0.24788242432788588,0.0925492932614906,0.1553331310663953
edge_cosine,5,class091-coucal-sample03-src01629,91,3,0.3064796467360266,0.13199478774920806,0.17448485898681856
edge_cosine,5,class091-coucal-sample04-src03448,91,4,0.3663798210962504,0.15439998315477077,0.21197983794147962
edge_cosine,5,class171-Italian_greyhound-sample00-src00001,171,0,0.2250411274213806,0.12773673728998763,0.09730439013139297
edge_cosine,5,class171-Italian_greyhound-sample01-src02164,171,1,0.22920594036129077,0.08002478373256076,0.14918115662873
edge_cosine,5,class171-Italian_greyhound-sample02-src02599,171,2,0.3340908625128103,0.0879025157785494,0.24618834673426088
edge_cosine,5,class171-Italian_greyhound-sample03-src02775,171,3,0.24631116582506865,0.06100391573068102,0.18530725009438764
edge_cosine,5,class171-Italian_greyhound-sample04-src03793,171,4,0.18818335930976304,0.1709459793995976,0.01723737991016544
edge_cosine,5,class505-coffeepot-sample00-src00013,505,0,0.34834297965436545,0.10344874138900499,0.24489423826536044
edge_cosine,5,class505-coffeepot-sample01-src01487,505,1,0.3062589581683472,0.08693588397066693,0.21932307419768027
edge_cosine,5,class505-coffeepot-sample02-src02782,505,2,0.3300006303875558,0.09701417472185872,0.23298645566569706
edge_cosine,5,class505-coffeepot-sample03-src05563,505,3,0.2590496943422491,0.12626890394599627,0.13278079039625285
